### @ $*$,-10.086174599452141,-10.256348668278395,-10.21700117266073,-0.2616182505988416,-0.26749225571869195,-10.243862194906713,-10.258791501923199,-10.08008742761899,-8.927815699765626
### @ *$*,6.966551963926506,6.833120186320624,6.80394882928155,14.859674766930112,14.247842828781486,7.16684961999189,25.73499551179811,6.6864684713261,3.466948367100578
   *@*$* ,-10.166135076093749,-0.215215635876084,-8.927815699765626,-9.948436875,-8.899824375,-8.933551646246094,-0.22499552705289894,-8.000479638125,-1.7634378945873328
* *$@ #$.,-6.418587499999999,5.703097279140627,0.3525920231361351,-1.0897011018638647,0.0,0.0,-4.1208374999999995,18.43314162810098,0.0
   *@*$. ,-6.565,-0.08775,-0.065,0.0,0.0,0.0,0.0,0.0,0.0
### @ * *,-10.231431203774184,-10.258298195474865,-0.2615442766934052,-0.2545220072476914,-0.24998582869734498,-10.252967242107577,-10.19959984934544,-8.961551774632424,-10.250300309458341
$* *@. #$,-8.86275,-8.86275,-8.911427281249999,-9.732676829687499,-0.15400165625,-0.15400165625,-8.8902125,-0.11521250000000002,-8.911427281249999
 $ $@ * .,-9.6669625,-6.565,-0.0957125,-6.565,-0.11521250000000002,-6.565,-8.86275,-6.565,-8.86275
$. *@. #$,-8.8902125,-0.19445389757421877,-10.117754552496095,-8.86275,-0.18396627945312502,-6.565,-10.160968482183591,-8.0127125,-9.704036875
. * @ #$.,-10.215249941342957,-0.21964665453224613,-10.061337189864364,-0.2071139508775391,-0.22783111680238965,-10.16848998546875,-10.0956301875,-9.762544722432226,-10.15341462119004
$  .@* . ,-10.061337189864364,-0.2071139508775391,-0.19116684386553712,-0.2071139508775391,-8.940475753068945,-9.975899375000001,-10.155246829143076,-10.044983961903515,-79.93202819976563
 *#.@#$.#,-9.98551125,-10.0045393296875,-0.17975470601562502,-0.19445389757421877,-8.86275,-175.83103539813146,-9.98551125,-6.565,-9.762544722432228
. #$@#*  ,-8.911427281249999,-0.215215635876084,-0.20785547832892579,-9.754801194683594,-10.176412633511717,-10.0100901875,-10.1088960171875,-10.039639725933593,-10.0956301875
$.#*@    ,-9.704036875,-0.17232953257812503,-0.14576290625000002,-9.694424999999999,-0.15400165625,-8.8902125,-10.007138140390627,-9.725251656249998,-8.921451265390626
*$.$@ . #,-10.21664250760431,-10.21206144464341,-0.2312540787142749,-9.6669625,-0.23880904464836444,-89.32393502169428,-9.741640074765625,-8.899824375,-9.747376021246094
 $$*@.$. ,-9.99848728125,-8.899824375,-0.175003034375,-8.899824375,-0.20699764617441407,-9.71364875,-9.750740177496093,-9.6669625,-8.899824375
* .$@ . #,-10.229981633995328,-0.2312540787142749,-0.2464453937031384,-8.95781061017985,-0.23880904464836444,-8.911427281249999,-10.18868920816847,-10.184432732901586,-10.236056060423369
$. .@# *$,-10.0814335171875,-0.23280493524393164,-9.786645976261433,-0.24364377580677737,-8.944906771725107,-8.944906771725107,-11.572322585140562,-10.216598477818568,-9.77837516838407
. # @$ $*,-9.732676829687499,-0.26060844598629324,-8.918852454687501,-0.26093236515071727,-10.254341709277618,-10.08725042166034,-10.087714793053376,-10.092778855654789,-10.256110356335707
$. .@# .$,-10.203610486745635,-0.2198821945253223,-0.22168284549125003,-0.23434019144163326,-9.764280253073759,-9.770940080964385,-10.159392601741729,-10.199157403908789,-10.03840712311328
#.  @.  $,-10.220818525089214,-0.2329793148368595,-0.2409844933214608,-0.21805122562557475,-0.23550976856746053,-10.218400638084733,-10.159226292838564,-10.192113492744726,-10.225535088794485
  . @$  #,-10.100546687526954,-0.271145494223624,-0.2671172480041987,-0.27073221894510796,-10.202156264239175,-10.082492974590515,-10.232407931402296,-10.098756104951615,-10.230094663243225
  $ @####,-10.285714285714285,-0.2857142857142856,-10.285714285714285,-0.2857142857142856,-10.285714285714285,-10.285714285714285,-10.285714285714285,-10.285714285714285,-10.285714285714285
##.#@ #  ,-10.275834171373598,-10.267699280232051,-0.2779009087887658,-10.279681275191729,-0.27942915236267524,-10.103539232420133,-10.186893173177335,-10.279894934014358,-10.206988399044493
#  #@ #  ,-10.285714285714285,-0.2857142857142856,-0.2857142857142856,-10.285714285714285,-0.2857142857142856,-10.285714285714285,-10.285714285714285,-10.285714285714285,-10.285714285714285
#  #@ ###,-10.285714285714285,-0.2857142857142856,-10.285714285714285,-10.285714285714285,-0.2857142857142856,-10.285714285714285,-10.285714285714285,-10.285714285714285,-10.285714285714285
#$.#@   .,-9.948436875,-10.157461602613935,-0.25321481681073554,-10.079901866188065,-0.23880904464836444,-9.725251656249998,-6.565,-9.6669625,-9.75446814424576
$$  @ . .,-10.044747132662607,-10.200509465666716,-0.21850795036408205,-0.215215635876084,-0.1981245639166016,-14.771451265390628,-8.944906771725107,-9.775700498877168,-8.921451265390626
###$@ . *,-10.013502574765624,-9.737764146246093,-0.2107846172199219,-9.760537141164063,-0.22499552705289894,-10.073442045430994,-10.179549769289062,-29.595337541670222,-10.158782401943386
 $# @#. #,-10.285540736298163,-10.104290781275846,-0.2856236923197484,-0.28560781468037444,-10.285497165920509,-10.358308867558977,-10.28496641164796,-10.28325893882359,-10.285185309436525
 .#.@#$.#,-10.25578011430715,-0.26901048404848754,-0.27249636784440284,-0.2711342496154263,-10.263002832058197,-10.269268190513364,-10.271415323491741,-10.263513490842652,-10.261376693208842
. . @ #$.,-9.948436875,-0.098499375,-8.86275,-0.132786875,-0.14239875,-6.565,-8.86275,-9.704036875,-8.86275
$ $.@. . ,-10.120236647574218,-0.19445389757421877,-0.1902847826936621,-0.20514524361690434,-0.19705270827734375,-10.161713441953125,-8.93939901673546,-8.8902125,-9.6669625
###$@$. .,-10.112667235937499,-6.565,-0.18396627945312502,-8.940475753068945,-10.129055654453126,-10.026162628068946,-6.565,-8.940475753068945,-6.565
 . .@. #$,-6.565,-0.08775,-9.694424999999999,-0.14854978125,-0.11521250000000002,-6.565,-6.565,-6.565,-8.8902125
   *@* *$,-9.6669625,-0.24364377580677737,-10.24648837085249,-10.224555519441505,-10.249803043651077,-10.219054127959154,-0.24628801388370875,-10.208162807822296,-8.353065424592872
####@ #* ,-10.285503511930807,-10.285631992934217,-10.282929837173649,-10.285612953738122,-0.28570869240987956,-10.28569149746757,-336.701667471527,-10.285678946911474,-10.264946223496505
#  #@ #$*,-6.565,-0.19445389757421877,-9.75166405890625,-9.725251656249998,-0.2071139508775391,-8.940475753068945,-16.798994629161243,-6.565,-10.15236452384629
####@ #. ,-10.285714285714285,-10.285714285714285,-0.2857142857142856,-10.285714285714285,-0.2857142857142856,-10.285714285714285,-10.285714285714285,-10.285714285714285,-10.285714285714285
### @ . *,-10.279962939326676,-10.27901504401678,-0.28004314031635225,-0.2798038776691363,-0.28014855785187726,-10.267466531651692,-10.279641478217549,-10.273084807687312,-10.256594615907645
### @  *$,-10.272822711883935,-10.10119987354851,-10.277814560884556,-0.2838808028263946,-0.28415833832057313,-10.279262880426046,-41.115942458683364,-10.258338169512012,-10.269594941149103
